"FIPS","GeoLevel","NAME","Qualified Area Name","Area (Land)","Area (Water)","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Median Household Income (In 2024 Inflation Adjusted Dollars)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree"
Geo__geoid_,Geo__geo_level_,Geo_NAME,Geo_qname,Geo_AREALAND,Geo_AREAWATER,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008
"53033028100","SL140","Census Tract 281, King County, Washington","Census Tract 281, King County, Washington",1590422,0,3043,467,895,58,699,135,544,245,68284,2150,466,1684,1125,624,153,19,12
"53033028200","SL140","Census Tract 282, King County, Washington","Census Tract 282, King County, Washington",2658633,612,5049,1506,1393,17,1014,134,525,460,68702,3981,543,3438,2114,807,222,33,0
"53033028300","SL140","Census Tract 283, King County, Washington","Census Tract 283, King County, Washington",8153490,139520,5902,2261,828,18,1980,42,176,597,115700,4576,247,4329,3360,1948,462,34,34
"53033028402","SL140","Census Tract 284.02, King County, Washington","Census Tract 284.02, King County, Washington",8518208,0,6158,1499,2342,44,652,22,1306,293,82256,4129,876,3253,2145,902,98,35,0
"53033028403","SL140","Census Tract 284.03, King County, Washington","Census Tract 284.03, King County, Washington",2075832,32666,6222,1650,2027,0,1293,40,326,886,61188,4502,549,3953,2334,1042,351,27,10
"53033028500","SL140","Census Tract 285, King County, Washington","Census Tract 285, King County, Washington",3509792,0,4309,1936,504,14,559,0,394,902,98478,3064,432,2632,1905,1011,328,28,10
"53033028600","SL140","Census Tract 286, King County, Washington","Census Tract 286, King County, Washington",6378626,1972936,6631,5381,60,0,324,0,67,799,158482,4830,118,4712,3804,2770,1039,369,207
"53033028700","SL140","Census Tract 287, King County, Washington","Census Tract 287, King County, Washington",2675319,0,4974,3014,257,42,638,0,183,840,132207,3594,296,3298,2779,1442,436,84,63
"53033028801","SL140","Census Tract 288.01, King County, Washington","Census Tract 288.01, King County, Washington",5221718,0,3477,2097,532,49,442,0,72,285,71682,2967,257,2710,1620,664,79,30,0
"53033028802","SL140","Census Tract 288.02, King County, Washington","Census Tract 288.02, King County, Washington",2397498,415838,7389,1664,1735,0,499,210,2382,899,59208,4606,962,3644,2603,1198,359,58,11
"53033028901","SL140","Census Tract 289.01, King County, Washington","Census Tract 289.01, King County, Washington",2289959,421532,3687,2338,70,17,394,72,463,333,86140,2803,111,2692,2149,1289,382,86,37
"53033028902","SL140","Census Tract 289.02, King County, Washington","Census Tract 289.02, King County, Washington",2065170,0,7428,2032,1824,37,425,418,1452,1240,57651,4747,668,4079,2343,832,156,26,26
"53033029001","SL140","Census Tract 290.01, King County, Washington","Census Tract 290.01, King County, Washington",2576733,1010725,3833,2367,204,6,407,0,231,618,105087,3028,220,2808,2280,1236,319,88,38
"53033029003","SL140","Census Tract 290.03, King County, Washington","Census Tract 290.03, King County, Washington",2568431,0,6190,1799,1237,5,1143,140,936,930,96970,4115,500,3615,2486,1356,447,213,166
"53033029004","SL140","Census Tract 290.04, King County, Washington","Census Tract 290.04, King County, Washington",1827762,0,4620,838,68,81,835,10,1393,1395,47988,2466,689,1777,936,304,39,9,9
"53033029101","SL140","Census Tract 291.01, King County, Washington","Census Tract 291.01, King County, Washington",3413301,121929,4544,1353,1443,0,950,16,366,416,111298,2704,288,2416,1833,1183,378,170,133
"53033029102","SL140","Census Tract 291.02, King County, Washington","Census Tract 291.02, King County, Washington",2567137,0,5578,1611,566,11,1261,35,1565,529,97589,3757,1120,2637,1687,749,289,60,23
"53033029203","SL140","Census Tract 292.03, King County, Washington","Census Tract 292.03, King County, Washington",2009030,0,4407,1994,516,0,481,142,777,497,76597,3129,578,2551,1761,552,173,72,57
"53033029205","SL140","Census Tract 292.05, King County, Washington","Census Tract 292.05, King County, Washington",1868767,40687,4813,1559,890,57,632,406,921,348,89132,3240,344,2896,2420,1483,394,72,35
"53033029206","SL140","Census Tract 292.06, King County, Washington","Census Tract 292.06, King County, Washington",17431412,61463,5060,1043,950,0,469,1031,988,579,51875,3259,811,2448,1673,594,172,10,10
"53033029207","SL140","Census Tract 292.07, King County, Washington","Census Tract 292.07, King County, Washington",2255652,1263,2701,898,88,0,1267,27,139,282,123487,2025,309,1716,1324,694,194,49,15
"53033029208","SL140","Census Tract 292.08, King County, Washington","Census Tract 292.08, King County, Washington",1978624,423,4363,1339,1050,30,1009,0,356,579,71538,2753,381,2372,1647,762,144,21,0
"53033029304","SL140","Census Tract 293.04, King County, Washington","Census Tract 293.04, King County, Washington",4162138,507,5238,2336,323,132,1260,49,364,774,136111,3840,230,3610,2563,1543,666,127,46
"53033029305","SL140","Census Tract 293.05, King County, Washington","Census Tract 293.05, King County, Washington",2897230,2246,4884,1566,513,46,1804,0,252,703,119444,3546,394,3152,2248,1161,354,131,84
"53033029306","SL140","Census Tract 293.06, King County, Washington","Census Tract 293.06, King County, Washington",2372866,182821,3640,1166,650,10,1087,61,294,372,117500,2542,255,2287,1670,977,251,57,0
"53033029307","SL140","Census Tract 293.07, King County, Washington","Census Tract 293.07, King County, Washington",3830942,39589,4031,2323,444,84,488,0,140,552,116875,2890,325,2565,1998,1340,482,87,48
"53033029308","SL140","Census Tract 293.08, King County, Washington","Census Tract 293.08, King County, Washington",1347848,0,3522,811,272,26,1317,88,427,581,116316,2632,500,2132,1606,814,193,63,0
"53033029309","SL140","Census Tract 293.09, King County, Washington","Census Tract 293.09, King County, Washington",2261673,0,5413,1874,482,97,1854,0,238,868,112588,3732,222,3510,3051,1929,819,149,78
"53033029403","SL140","Census Tract 294.03, King County, Washington","Census Tract 294.03, King County, Washington",2407379,385,5718,1657,350,0,1868,47,406,1390,111989,4304,501,3803,3058,1404,304,32,18
"53033029405","SL140","Census Tract 294.05, King County, Washington","Census Tract 294.05, King County, Washington",2492138,0,5564,2094,619,173,1771,37,119,751,145721,3958,187,3771,2779,1400,464,96,37
"53033029406","SL140","Census Tract 294.06, King County, Washington","Census Tract 294.06, King County, Washington",2620731,89031,4680,2015,556,19,1300,0,175,615,128259,3305,430,2875,2256,1192,420,68,63
"53033029407","SL140","Census Tract 294.07, King County, Washington","Census Tract 294.07, King County, Washington",1334702,0,5047,1555,985,43,1137,334,344,649,67313,3052,416,2636,1956,650,125,8,8
"53033029408","SL140","Census Tract 294.08, King County, Washington","Census Tract 294.08, King County, Washington",1263995,0,4633,1129,748,6,1282,0,669,799,75703,3318,489,2829,1911,710,173,10,0
"53033029504","SL140","Census Tract 295.04, King County, Washington","Census Tract 295.04, King County, Washington",1883417,0,6676,3286,772,0,1506,57,294,761,93786,4419,454,3965,2834,971,143,59,17
"53033029505","SL140","Census Tract 295.05, King County, Washington","Census Tract 295.05, King County, Washington",1408180,0,4348,1207,600,0,1104,85,777,575,66381,2742,187,2555,1878,822,127,39,9
"53033029506","SL140","Census Tract 295.06, King County, Washington","Census Tract 295.06, King County, Washington",953757,0,4461,1272,982,0,1219,188,450,350,64664,2849,730,2119,1081,376,119,17,8
"53033029507","SL140","Census Tract 295.07, King County, Washington","Census Tract 295.07, King County, Washington",1749224,0,3052,1456,109,0,1143,26,118,200,134871,2304,324,1980,1360,692,130,0,0
"53033029508","SL140","Census Tract 295.08, King County, Washington","Census Tract 295.08, King County, Washington",2562172,34833,4298,2107,101,50,870,312,57,801,126875,2764,450,2314,1642,830,373,94,20
"53033029602","SL140","Census Tract 296.02, King County, Washington","Census Tract 296.02, King County, Washington",6665522,47921,7603,3824,526,0,1590,0,448,1215,153819,4884,379,4505,3756,1965,630,157,109
"53033029603","SL140","Census Tract 296.03, King County, Washington","Census Tract 296.03, King County, Washington",1543490,5693,4124,1855,518,0,965,215,266,305,125766,2738,241,2497,1879,1213,315,65,0
"53033029604","SL140","Census Tract 296.04, King County, Washington","Census Tract 296.04, King County, Washington",2407546,64463,3657,1686,410,72,482,342,335,330,85000,2327,295,2032,1118,528,81,0,0
"53033029701","SL140","Census Tract 297.01, King County, Washington","Census Tract 297.01, King County, Washington",3422205,19062,4932,1860,558,0,582,0,1132,800,73182,3438,455,2983,2055,717,201,65,0
"53033029702","SL140","Census Tract 297.02, King County, Washington","Census Tract 297.02, King County, Washington",7757183,215197,3420,1153,608,50,1013,0,306,290,87285,2347,304,2043,1397,681,148,32,10
"53033029803","SL140","Census Tract 298.03, King County, Washington","Census Tract 298.03, King County, Washington",5399602,152809,4550,1652,691,0,740,422,421,624,91691,3236,513,2723,2242,1132,215,12,0
"53033029804","SL140","Census Tract 298.04, King County, Washington","Census Tract 298.04, King County, Washington",2506782,0,4556,2021,572,4,981,29,236,713,135018,3347,257,3090,2255,1148,520,141,20
"53033029805","SL140","Census Tract 298.05, King County, Washington","Census Tract 298.05, King County, Washington",3167567,2878,5302,2839,813,49,703,6,644,248,105000,3732,587,3145,2057,854,159,0,0
"53033029806","SL140","Census Tract 298.06, King County, Washington","Census Tract 298.06, King County, Washington",3690363,170101,5677,2486,414,0,1149,607,438,583,98657,3832,510,3322,2504,1342,613,273,23
"53033029901","SL140","Census Tract 299.01, King County, Washington","Census Tract 299.01, King County, Washington",3958812,107134,5520,2765,537,13,974,0,446,785,108239,3863,461,3402,2211,803,75,10,0
"53033029902","SL140","Census Tract 299.02, King County, Washington","Census Tract 299.02, King County, Washington",6244310,0,5469,2660,279,33,1188,182,364,763,143000,3793,342,3451,2460,1362,406,172,67
"53033030003","SL140","Census Tract 300.03, King County, Washington","Census Tract 300.03, King County, Washington",4604664,963078,7445,3402,510,10,951,171,873,1528,108516,5053,1197,3856,2571,1398,634,110,62
"53033030005","SL140","Census Tract 300.05, King County, Washington","Census Tract 300.05, King County, Washington",2163062,0,6369,1642,714,53,497,165,2197,1101,100000,4100,639,3461,2001,874,219,22,10
"53033030006","SL140","Census Tract 300.06, King County, Washington","Census Tract 300.06, King County, Washington",1993786,164002,4830,1371,1244,21,346,537,747,564,55777,3394,634,2760,1679,676,140,39,9
"53033030007","SL140","Census Tract 300.07, King County, Washington","Census Tract 300.07, King County, Washington",643528,0,3680,312,1323,40,679,289,347,690,51010,2111,327,1784,959,534,196,0,0
"53033030008","SL140","Census Tract 300.08, King County, Washington","Census Tract 300.08, King County, Washington",1407519,0,4463,1009,1494,0,918,36,402,604,78189,3057,273,2784,2127,814,354,26,26
"53033030101","SL140","Census Tract 301.01, King County, Washington","Census Tract 301.01, King County, Washington",3316611,1920873,3881,1556,415,4,769,50,280,807,123298,2611,170,2441,1753,1023,344,195,57
"53033030102","SL140","Census Tract 301.02, King County, Washington","Census Tract 301.02, King County, Washington",2586301,0,3336,2369,75,0,551,0,88,253,127173,2890,100,2790,2528,1747,894,152,41
"53033030201","SL140","Census Tract 302.01, King County, Washington","Census Tract 302.01, King County, Washington",2807515,64020,5838,2023,806,0,785,110,558,1556,90814,4187,364,3823,2498,622,63,31,0
"53033030203","SL140","Census Tract 302.03, King County, Washington","Census Tract 302.03, King County, Washington",1488980,0,4584,1153,1553,135,593,0,788,362,61378,2802,457,2345,1311,458,36,14,13
"53033030204","SL140","Census Tract 302.04, King County, Washington","Census Tract 302.04, King County, Washington",1789757,0,4132,1881,431,0,500,12,690,618,95576,3168,571,2597,1793,1013,334,0,0
"53033030304","SL140","Census Tract 303.04, King County, Washington","Census Tract 303.04, King County, Washington",7535013,0,4390,1499,883,140,593,155,168,952,92031,2602,234,2368,1736,901,289,47,33
"53033030305","SL140","Census Tract 303.05, King County, Washington","Census Tract 303.05, King County, Washington",3819389,999771,5316,2929,854,37,495,0,163,838,126017,3909,116,3793,2857,1685,412,77,60
"53033030306","SL140","Census Tract 303.06, King County, Washington","Census Tract 303.06, King County, Washington",3680633,626886,5324,2734,672,207,948,12,265,486,127500,3857,251,3606,2974,1706,778,199,137
"53033030308","SL140","Census Tract 303.08, King County, Washington","Census Tract 303.08, King County, Washington",2154064,0,5619,2035,1432,18,1034,319,196,585,82074,3686,487,3199,2419,1186,312,40,0
"53033030309","SL140","Census Tract 303.09, King County, Washington","Census Tract 303.09, King County, Washington",2194432,27034,5867,2902,1389,28,751,117,304,376,81733,4507,311,4196,2887,1411,369,190,29
"53033030310","SL140","Census Tract 303.10, King County, Washington","Census Tract 303.10, King County, Washington",3205495,0,6723,2377,472,63,1700,737,604,770,107500,4808,395,4413,3356,1623,315,27,10
"53033030311","SL140","Census Tract 303.11, King County, Washington","Census Tract 303.11, King County, Washington",1900457,3993,5544,1959,578,9,683,170,1544,601,109909,3631,606,3025,1843,985,307,76,12
"53033030312","SL140","Census Tract 303.12, King County, Washington","Census Tract 303.12, King County, Washington",1841253,0,5164,2463,722,82,634,140,235,888,87972,3694,101,3593,2470,1110,491,38,10
"53033030313","SL140","Census Tract 303.13, King County, Washington","Census Tract 303.13, King County, Washington",4061856,0,5029,1441,969,0,752,0,850,1017,61364,2964,403,2561,1597,602,76,2,0
"53033030314","SL140","Census Tract 303.14, King County, Washington","Census Tract 303.14, King County, Washington",2492084,0,4563,1629,953,7,1069,5,528,372,68790,3473,361,3112,2139,1119,478,196,14
"53033030403","SL140","Census Tract 304.03, King County, Washington","Census Tract 304.03, King County, Washington",3758273,6562,5039,3134,618,19,514,0,66,688,101620,3446,272,3174,2228,1172,213,50,10
"53033030404","SL140","Census Tract 304.04, King County, Washington","Census Tract 304.04, King County, Washington",5998037,215746,4781,2669,105,11,677,49,314,956,122188,3235,251,2984,2146,957,353,48,0
"53033030405","SL140","Census Tract 304.05, King County, Washington","Census Tract 304.05, King County, Washington",4929005,87963,3884,2751,0,12,664,0,116,341,108750,2393,352,2041,1335,650,240,99,16
"53033030406","SL140","Census Tract 304.06, King County, Washington","Census Tract 304.06, King County, Washington",2680316,70290,3095,1506,274,0,391,24,7,893,125595,2050,224,1826,1328,617,143,55,33
"53033030407","SL140","Census Tract 304.07, King County, Washington","Census Tract 304.07, King County, Washington",4497215,184183,2599,1070,358,20,714,13,175,249,100727,1771,295,1476,1109,459,91,17,17
"53033030501","SL140","Census Tract 305.01, King County, Washington","Census Tract 305.01, King County, Washington",11369299,43830,2999,1838,222,64,153,24,482,216,33423,2372,279,2093,1306,418,148,20,16
"53033030503","SL140","Census Tract 305.03, King County, Washington","Census Tract 305.03, King County, Washington",3121911,64270,6776,2928,1184,14,1266,6,574,804,95278,4199,520,3679,2607,1010,364,121,65
"53033030504","SL140","Census Tract 305.04, King County, Washington","Census Tract 305.04, King County, Washington",1524224,42762,5636,3285,792,78,141,16,770,554,82227,3661,476,3185,2371,556,110,13,0
"53033030600","SL140","Census Tract 306, King County, Washington","Census Tract 306, King County, Washington",3379425,77102,4900,3203,265,46,29,175,553,629,90972,3544,328,3216,2081,651,98,4,0
"53033030700","SL140","Census Tract 307, King County, Washington","Census Tract 307, King County, Washington",1553394,0,4216,1697,323,57,319,385,476,959,73333,3006,401,2605,1552,445,87,11,0
"53033030801","SL140","Census Tract 308.01, King County, Washington","Census Tract 308.01, King County, Washington",6956938,33590,7310,2663,391,96,156,461,2161,1382,72993,4088,1322,2766,1619,395,126,30,27
"53033030802","SL140","Census Tract 308.02, King County, Washington","Census Tract 308.02, King County, Washington",1385571,0,4454,2022,308,12,355,744,315,698,81688,3056,587,2469,1170,308,85,10,9
"53033030901","SL140","Census Tract 309.01, King County, Washington","Census Tract 309.01, King County, Washington",3121700,0,4143,1891,639,36,549,0,357,671,85000,2645,598,2047,1152,397,78,25,14
"53033030902","SL140","Census Tract 309.02, King County, Washington","Census Tract 309.02, King County, Washington",3905389,46988,5918,3076,121,20,744,239,781,937,115688,4160,602,3558,2426,964,280,0,0
"53033031000","SL140","Census Tract 310, King County, Washington","Census Tract 310, King County, Washington",12424760,292269,4872,2733,328,57,948,10,166,630,137157,3556,265,3291,2652,1571,560,105,54
"53033031101","SL140","Census Tract 311.01, King County, Washington","Census Tract 311.01, King County, Washington",4989541,64354,4112,1870,211,270,308,306,482,665,81142,2771,268,2503,1571,454,73,4,1
"53033031102","SL140","Census Tract 311.02, King County, Washington","Census Tract 311.02, King County, Washington",2316959,60931,3092,1684,160,207,132,87,292,530,83368,2173,231,1942,1172,331,86,26,4
"53033031202","SL140","Census Tract 312.02, King County, Washington","Census Tract 312.02, King County, Washington",66574187,1019506,6064,3812,0,1253,22,4,265,708,110986,3975,367,3608,2377,900,274,67,22
"53033031204","SL140","Census Tract 312.04, King County, Washington","Census Tract 312.04, King County, Washington",36877759,601520,6109,5036,0,123,143,18,182,607,141250,4509,242,4267,3455,1853,629,118,69
"53033031206","SL140","Census Tract 312.06, King County, Washington","Census Tract 312.06, King County, Washington",3633545,59491,5514,3022,68,27,390,209,471,1327,101555,3194,458,2736,1702,826,241,105,25
"53033031207","SL140","Census Tract 312.07, King County, Washington","Census Tract 312.07, King County, Washington",3261583,3323,4650,2062,467,186,1377,0,0,558,104500,2426,272,2154,1380,466,157,34,6
"53033031208","SL140","Census Tract 312.08, King County, Washington","Census Tract 312.08, King County, Washington",2618661,38070,4365,2719,13,63,746,4,407,413,109732,2827,124,2703,2011,962,384,82,9
"53033031301","SL140","Census Tract 313.01, King County, Washington","Census Tract 313.01, King County, Washington",32978509,459434,2041,1635,3,22,91,122,19,149,120658,1674,145,1529,1089,444,175,64,7
"53033031302","SL140","Census Tract 313.02, King County, Washington","Census Tract 313.02, King County, Washington",10837864,111632,4529,3634,60,9,53,14,223,536,123699,3177,93,3084,2137,840,348,28,0
"53033031400","SL140","Census Tract 314, King County, Washington","Census Tract 314, King County, Washington",6362588,1179,5990,5078,1,51,180,54,127,499,122436,4616,281,4335,2750,1465,454,57,0
"53033031501","SL140","Census Tract 315.01, King County, Washington","Census Tract 315.01, King County, Washington",161493799,2001827,4066,3561,0,51,70,0,19,365,144773,2935,323,2612,1826,939,185,77,21
"53033031502","SL140","Census Tract 315.02, King County, Washington","Census Tract 315.02, King County, Washington",1025921218,9074363,5386,4595,0,0,25,0,45,721,113345,3796,153,3643,2404,954,320,21,0
"53033031601","SL140","Census Tract 316.01, King County, Washington","Census Tract 316.01, King County, Washington",14669540,418506,5961,4065,0,40,1111,34,233,478,130739,4164,264,3900,3156,1636,663,88,37
"53033031603","SL140","Census Tract 316.03, King County, Washington","Census Tract 316.03, King County, Washington",56090268,1396989,7941,4712,174,11,1827,0,171,1046,144573,5097,161,4936,4315,2995,1050,118,27
"53033031604","SL140","Census Tract 316.04, King County, Washington","Census Tract 316.04, King County, Washington",4153703,3229,5824,4071,0,18,951,0,57,727,144879,3609,66,3543,3113,2210,752,82,48
"53033031605","SL140","Census Tract 316.05, King County, Washington","Census Tract 316.05, King County, Washington",15390867,1564307,3973,3019,0,0,402,0,412,140,146750,2766,71,2695,2202,1154,402,158,81
"53033031704","SL140","Census Tract 317.04, King County, Washington","Census Tract 317.04, King County, Washington",5719420,12142,6585,3341,687,22,1379,63,613,480,117674,3986,485,3501,2502,1110,216,25,17
"53033031705","SL140","Census Tract 317.05, King County, Washington","Census Tract 317.05, King County, Washington",5046149,8047,4349,2696,451,156,506,0,143,397,161250,3061,309,2752,2222,1274,635,59,9
"53033031707","SL140","Census Tract 317.07, King County, Washington","Census Tract 317.07, King County, Washington",3703354,19146,3211,1355,533,16,1174,0,19,114,120179,2499,325,2174,1812,967,325,56,15
"53033031708","SL140","Census Tract 317.08, King County, Washington","Census Tract 317.08, King County, Washington",3437396,623236,4053,2996,106,11,482,0,206,252,91688,2970,177,2793,1825,982,531,44,0
"53033031709","SL140","Census Tract 317.09, King County, Washington","Census Tract 317.09, King County, Washington",2145617,17381,3587,2341,177,5,526,0,55,483,142684,2372,98,2274,1694,919,246,33,33
"53033031710","SL140","Census Tract 317.10, King County, Washington","Census Tract 317.10, King County, Washington",2038633,0,4733,2827,363,51,493,26,136,837,119549,3286,88,3198,2470,906,129,7,0
"53033031800","SL140","Census Tract 318, King County, Washington","Census Tract 318, King County, Washington",24906521,3267355,5190,3178,192,0,982,76,129,633,139583,3640,226,3414,2529,1212,411,112,53
"53033031904","SL140","Census Tract 319.04, King County, Washington","Census Tract 319.04, King County, Washington",18910444,147702,3524,2866,0,0,215,26,23,394,134858,2318,115,2203,1715,1157,316,37,9
"53033031906","SL140","Census Tract 319.06, King County, Washington","Census Tract 319.06, King County, Washington",10565748,589118,4163,2795,139,21,593,0,180,435,138375,2824,214,2610,2215,1314,503,164,47
"53033031908","SL140","Census Tract 319.08, King County, Washington","Census Tract 319.08, King County, Washington",1827093,0,4099,2083,543,28,683,0,209,553,77596,2920,281,2639,2146,1314,399,101,56
"53033031909","SL140","Census Tract 319.09, King County, Washington","Census Tract 319.09, King County, Washington",1916061,0,2691,1231,194,0,533,0,155,578,103906,1832,102,1730,1391,946,337,15,4
"53033031910","SL140","Census Tract 319.10, King County, Washington","Census Tract 319.10, King County, Washington",3322022,0,3875,1852,172,0,1154,0,44,653,124250,2972,84,2888,2469,1685,417,133,39
"53033031911","SL140","Census Tract 319.11, King County, Washington","Census Tract 319.11, King County, Washington",2397112,0,3470,1897,72,47,1100,0,19,335,157851,2541,21,2520,2091,1414,513,81,19
"53033031912","SL140","Census Tract 319.12, King County, Washington","Census Tract 319.12, King County, Washington",7672905,0,4113,2731,83,40,497,0,183,579,104523,2869,245,2624,1562,955,285,44,22
"53033031913","SL140","Census Tract 319.13, King County, Washington","Census Tract 319.13, King County, Washington",4071514,0,3969,2341,57,35,589,0,62,885,172656,2488,262,2226,1756,1217,394,90,50
"53033032002","SL140","Census Tract 320.02, King County, Washington","Census Tract 320.02, King County, Washington",27565794,180822,2821,2446,0,0,99,22,49,205,139111,2176,129,2047,1536,936,295,84,21
"53033032003","SL140","Census Tract 320.03, King County, Washington","Census Tract 320.03, King County, Washington",121672956,304929,5326,3922,47,19,363,0,54,921,159125,3812,125,3687,2999,1811,449,79,48
"53033032005","SL140","Census Tract 320.05, King County, Washington","Census Tract 320.05, King County, Washington",6258304,123230,7278,4692,506,2,665,0,344,1069,132484,4639,306,4333,3202,1560,621,24,0
"53033032006","SL140","Census Tract 320.06, King County, Washington","Census Tract 320.06, King County, Washington",7614212,122944,5300,3966,168,26,230,39,296,575,125694,3893,147,3746,2967,1450,422,44,30
"53033032007","SL140","Census Tract 320.07, King County, Washington","Census Tract 320.07, King County, Washington",11642037,143682,4163,3181,15,38,385,0,46,498,183929,2811,133,2678,2135,1254,442,99,29
"53033032008","SL140","Census Tract 320.08, King County, Washington","Census Tract 320.08, King County, Washington",2292972,157783,4873,3784,31,34,331,70,132,491,142153,3025,90,2935,2132,1109,368,60,15
"53033032010","SL140","Census Tract 320.10, King County, Washington","Census Tract 320.10, King County, Washington",5282446,0,6626,4306,97,0,1159,11,50,1003,157902,4369,36,4333,3437,2236,897,79,22
"53033032011","SL140","Census Tract 320.11, King County, Washington","Census Tract 320.11, King County, Washington",3321210,280902,4717,3306,86,0,734,0,75,516,174792,3016,251,2765,2372,1416,560,105,67
"53033032102","SL140","Census Tract 321.02, King County, Washington","Census Tract 321.02, King County, Washington",79709009,90596,4973,4171,65,12,197,0,97,431,165341,3802,256,3546,3186,2313,950,301,190
"53033032103","SL140","Census Tract 321.03, King County, Washington","Census Tract 321.03, King County, Washington",3987303,0,5934,3721,214,11,946,0,242,800,121685,4673,72,4601,4135,2975,1336,280,125
"53033032104","SL140","Census Tract 321.04, King County, Washington","Census Tract 321.04, King County, Washington",22279676,0,6253,4505,35,66,647,0,400,600,140219,4641,47,4594,4213,3066,1071,329,150
"53033032207","SL140","Census Tract 322.07, King County, Washington","Census Tract 322.07, King County, Washington",4639221,1314188,3723,2006,89,0,1064,14,154,396,220430,2578,68,2510,2389,1906,865,254,90
"53033032211","SL140","Census Tract 322.11, King County, Washington","Census Tract 322.11, King County, Washington",2975309,0,5227,2268,148,10,2195,21,87,498,191667,3353,167,3186,2973,2517,1353,382,174
"53033032213","SL140","Census Tract 322.13, King County, Washington","Census Tract 322.13, King County, Washington",4042487,286842,4775,3102,80,118,953,2,61,459,250001,3260,109,3151,3016,2344,1217,338,199
"53033032215","SL140","Census Tract 322.15, King County, Washington","Census Tract 322.15, King County, Washington",15951833,10175,5922,2987,14,0,2419,0,43,459,250001,3833,47,3786,3680,3327,1416,240,126
"53033032216","SL140","Census Tract 322.16, King County, Washington","Census Tract 322.16, King County, Washington",4324747,0,5255,2245,3,0,2656,0,9,342,249456,3284,187,3097,2802,2292,1100,200,141
"53033032217","SL140","Census Tract 322.17, King County, Washington","Census Tract 322.17, King County, Washington",5744875,5098073,4032,2340,115,11,1042,13,61,450,248125,2829,39,2790,2688,2327,993,154,103
"53033032218","SL140","Census Tract 322.18, King County, Washington","Census Tract 322.18, King County, Washington",4381641,28938,6050,3400,207,0,1930,17,67,429,170956,4547,178,4369,3866,2921,1519,97,56
"53033032219","SL140","Census Tract 322.19, King County, Washington","Census Tract 322.19, King County, Washington",6523248,961466,4240,2610,22,0,1181,0,8,419,186101,3326,0,3326,3105,2489,990,165,73
"53033032220","SL140","Census Tract 322.20, King County, Washington","Census Tract 322.20, King County, Washington",6091125,0,8777,4013,369,61,3306,0,134,894,169917,6482,253,6229,5903,4723,2234,550,365
"53033032221","SL140","Census Tract 322.21, King County, Washington","Census Tract 322.21, King County, Washington",35573754,7767,6173,3292,0,1,1934,0,121,825,250001,4110,3,4107,3849,3440,1772,625,300
"53033032222","SL140","Census Tract 322.22, King County, Washington","Census Tract 322.22, King County, Washington",1281699,0,4250,2173,212,0,1162,0,0,703,144265,2751,52,2699,2608,1858,996,151,67
"53033032223","SL140","Census Tract 322.23, King County, Washington","Census Tract 322.23, King County, Washington",2090794,42596,4353,2327,0,0,1588,0,0,438,222847,2938,55,2883,2573,2038,1104,212,75
"53033032224","SL140","Census Tract 322.24, King County, Washington","Census Tract 322.24, King County, Washington",3018667,0,2804,922,7,0,1661,0,0,214,250001,1704,27,1677,1648,1480,841,115,81
"53033032225","SL140","Census Tract 322.25, King County, Washington","Census Tract 322.25, King County, Washington",3809641,44579,3824,1609,10,0,1925,0,22,258,184625,2283,33,2250,2206,1951,949,205,102
"53033032307","SL140","Census Tract 323.07, King County, Washington","Census Tract 323.07, King County, Washington",11589621,234335,6396,5443,0,0,331,56,214,352,159181,4448,148,4300,3657,2652,967,298,133
"53033032311","SL140","Census Tract 323.11, King County, Washington","Census Tract 323.11, King County, Washington",23710057,92770,5925,4559,0,10,250,0,188,918,218382,4227,268,3959,3505,2643,979,329,209
"53033032313","SL140","Census Tract 323.13, King County, Washington","Census Tract 323.13, King County, Washington",13092584,415255,7404,2290,99,1,3969,0,497,548,145048,4922,144,4778,4309,3695,1552,270,217
"53033032315","SL140","Census Tract 323.15, King County, Washington","Census Tract 323.15, King County, Washington",44756887,1115694,5558,4375,0,11,559,0,154,459,235139,4001,70,3931,3597,2537,798,221,120
"53033032316","SL140","Census Tract 323.16, King County, Washington","Census Tract 323.16, King County, Washington",6235321,2556870,5546,2841,0,0,2117,0,70,518,250001,3694,6,3688,3559,3252,1476,313,170
"53033032317","SL140","Census Tract 323.17, King County, Washington","Census Tract 323.17, King County, Washington",4393664,0,6859,4696,0,39,1752,0,0,372,236031,4475,76,4399,4099,3205,1121,371,173
